player_id,player_name,season,league,team,role,age,pa,g,bb_pct,k_pct,iso,babip,hr_pct,avg,obp,slg,woba,home_pa,road_pa,home_woba,road_woba,park_id,source,is_synthetic
H-0001,Hitter 1,2015,MLB,MLB-T3,batter,33.3,244.0,58.118020677213295,0.02,0.223318174283982,0.10049906377791908,0.3250414271063298,0.005,0.24670294049615762,0.25,0.43300320648855206,0.30753898456507095,121.29123217834635,122.70876782165365,0.3149107734141648,0.3001671957159771,MLB-P1,synthetic,True
H-0002,Hitter 2,2015,MLB,MLB-T4,batter,32.7,233.0,56.17043667541563,0.02,0.26647729824994354,0.03676709999040452,0.274125877560003,0.008711727303005963,0.19690179587166942,0.25,0.3641796877464048,0.25800651671342895,123.46920354865061,109.53079645134939,0.23837009092760916,0.2776429424992487,MLB-P4,synthetic,True
H-0003,Hitter 3,2015,MLB,MLB-T6,batter,22.3,330.0,80.762770900393,0.03220534500798969,0.30955046864449204,0.11257172598832214,0.29185788223450426,0.015416781219409537,0.1944262714034725,0.25,0.44175751421177256,0.32048355267871503,176.90420094154072,153.09579905845928,0.33670417458777224,0.3042629307696578,MLB-P2,synthetic,True
H-0004,Hitter 4,2015,MLB,MLB-T2,batter,32.3,324.0,80.56300970968215,0.021350462612551996,0.2409372789193694,0.05341245391718499,0.2787465441608733,0.013650638492351985,0.20768233840694267,0.25,0.38128710833327234,0.27416903858266056,172.37139373099183,151.62860626900817,0.27354208016452786,0.27479599700079327,MLB-P1,synthetic,True
H-0005,Hitter 5,2015,MLB,MLB-T3,batter,29.7,646.0,174.3676238922828,0.05760747888089858,0.21005601568907842,0.1954269494805114,0.3186737516830909,0.020351505297070194,0.23642914747443025,0.26764625839278133,0.5272943246488204,0.39766222528735523,321.9801930224922,324.0198069775078,0.3949437597691547,0.4003806908055558,MLB-P3,synthetic,True
H-0006,Hitter 6,2015,MLB,MLB-T1,batter,23.8,557.0,155.10924147290802,0.11338079178404802,0.19390546076517418,0.09660790368854653,0.29579152630621597,0.03196000279617496,0.2096928570711904,0.2977897627706358,0.42618705631916814,0.38479193800126726,275.064218434387,281.935781565613,0.3914888533199451,0.37809502268258943,MLB-P3,synthetic,True
H-0007,Hitter 7,2015,MLB,MLB-T2,batter,31.5,298.0,75.81699682129923,0.02,0.20954375345771525,0.05563751287826234,0.2924807690766137,0.007838635295535919,0.22651943082289894,0.25,0.3848855897859237,0.27402367302584146,153.65021863082313,144.34978136917687,0.2541698485048206,0.2938774975468623,MLB-P1,synthetic,True
H-0008,Hitter 8,2015,MLB,MLB-T2,batter,25.0,598.0,156.72335239407946,0.04197149011220469,0.27270323135666413,0.12688208077125007,0.3128727899443564,0.020123998422330192,0.21743823167677767,0.25,0.4581693597656857,0.34678226256335276,306.2843207902976,291.7156792097024,0.3417582820042486,0.3518062431224569,MLB-P5,synthetic,True
H-0009,Hitter 9,2015,MLB,MLB-T1,batter,29.5,275.0,72.54064042843697,0.09113020734197384,0.23845704851314972,0.18786104036921067,0.2976935206093347,0.024556542132965917,0.20326101138579827,0.27074998440124187,0.5176303924301441,0.41340833747538397,150.2914082190785,124.7085917809215,0.4019953662996613,0.4248213086511066,MLB-P3,synthetic,True
H-0011,Hitter 11,2015,MLB,MLB-T5,batter,28.2,456.0,128.9496638363612,0.04204381664559435,0.28445146103602237,0.07153265596214808,0.2884546752041477,0.03858460113076115,0.20006327609442312,0.25,0.40037812348256285,0.32445890977023417,242.40200100289323,213.59799899710677,0.31206376211780057,0.3368540574226678,MLB-P4,synthetic,True
H-0012,Hitter 12,2015,MLB,MLB-T3,batter,26.5,608.0,170.8798596889173,0.10018213747138324,0.28083643808720055,0.1801958601648513,0.2992014320475159,0.037896999219689975,0.19088467848663648,0.2668622532146979,0.5101160033696028,0.42806301983498807,285.95149417017774,322.04850582982226,0.4389486395847689,0.41717740008520726,MLB-P3,synthetic,True
H-0013,Hitter 13,2015,MLB,MLB-T3,batter,29.5,254.0,66.95015236592657,0.03401263578567865,0.16353268672498006,0.062423555602460795,0.31752364510204434,0.029302248926561636,0.2591936715645853,0.2633311365887196,0.39417592011266517,0.3156471004509495,131.55805116571693,122.44194883428307,0.2955839450515561,0.3357102558503429,MLB-P2,synthetic,True
H-0015,Hitter 15,2015,MLB,MLB-T6,batter,27.6,614.0,157.4334325554754,0.07806433275086984,0.23187283299366881,0.08378571784068982,0.31522241602054807,0.021087033195647805,0.2206863287993407,0.273835279188864,0.4153079594427446,0.3500333532212631,330.2285244768829,283.7714755231171,0.3702432018454665,0.3298235045970597,MLB-P2,synthetic,True
H-0017,Hitter 17,2015,MLB,MLB-T3,batter,29.9,310.0,78.86846822483515,0.02,0.15210000380060185,0.03732082621640086,0.2960102028486341,0.03571991200266966,0.2504248326137677,0.25,0.36692184650126425,0.2902779462184451,150.2884034548032,159.7115965451968,0.26943509593517323,0.311120796501717,MLB-P2,synthetic,True
H-0019,Hitter 19,2015,MLB,MLB-T1,batter,28.5,458.0,117.38055238363539,0.06917455219914657,0.21822395480232026,0.19948149152240358,0.26649367973510807,0.03201453491747894,0.19470597429153277,0.25,0.5261308594959144,0.40022287620974345,207.23482668240115,250.76517331759885,0.3724319582843893,0.4280137941350976,MLB-P5,synthetic,True
