player_id,player_name,role,from_league,to_league,from_season,to_season,age_from,age_to,holdout
mlbam-676059,Jordan Westburg,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-605131,Austin Barnes,batter,MLB,AAA,2024,2025,35.0,36.0,False
mlbam-673962,Josh Jung,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-686823,Will Brennan,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-607732,Jacob Stallings,batter,MLB,AAA,2024,2025,35.0,36.0,False
mlbam-667472,Dane Myers,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-681807,David Fry,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-677956,Rece Hinds,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-670242,Matt Wallner,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-686681,Michael Massey,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-657656,Ramón Laureano,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-680118,Dairon Blanco,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-663886,Tyler Stephenson,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-681584,David Villar,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-663837,Matt Vierling,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-669720,Austin Hays,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-669003,Garrett Mitchell,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-605346,Jack López,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-672820,Lenyn Sosa,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-608385,Jesse Winker,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-668885,Austin Martin,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-677800,Wilyer Abreu,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-672386,Alejandro Kirk,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-677008,Heston Kjerstad,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-669477,Casey Schmitt,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-665926,Andrés Giménez,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-660821,Jesús Sánchez,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-694384,Nolan Schanuel,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-669394,Jake Burger,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-668939,Adley Rutschman,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-660670,Ronald Acuña Jr.,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-668843,Conner Capel,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-672701,José Devers,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-664058,David Fletcher,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-687799,Cade Marlowe,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-670276,Cal Stevenson,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-644433,Chadwick Tromp,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-570482,Gio Urshela,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-657088,Forrest Wall,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-805779,Jacob Wilson,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-687263,Zach Neto,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-669016,Brandon Marsh,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-643565,Mike Tauchman,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-666152,David Hamilton,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-666464,Jerar Encarnacion,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-621438,Tyrone Taylor,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-677942,Blaze Alexander,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-656305,Matt Chapman,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-592325,Ben Gamel,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-545121,Ildemaro Vargas,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-677649,Ezequiel Duran,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-682729,Jonatan Clase,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-683083,Nasim Nuñez,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-686452,Drew Millas,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-683734,Andrew Vaughn,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-666703,Eguy Rosario,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-678009,Parker Meadows,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-669137,Armando Alvarez,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-668709,JJ Bleday,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-642133,Rowdy Tellez,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-679032,Johan Rojas,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-670042,Luke Raley,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-681297,Colton Cowser,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-701305,Zach Dezenzo,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-592192,Mark Canha,batter,MLB,AAA,2024,2025,35.0,36.0,False
mlbam-672761,Wenceel Pérez,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-670032,Nicky Lopez,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-628451,Andy Ibáñez,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-630105,Jake Cronenworth,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-641933,Tyler O'Neill,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-666139,Josh Lowe,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-656537,Derek Hill,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-690291,Jace Jung,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-647351,Abraham Toro,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-663368,Blake Perkins,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-672569,Gustavo Campero,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-656541,Sam Hilliard,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-643446,Jeff McNeil,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-663330,Jahmai Jones,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-622534,Manuel Margot,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-689172,Brett Wisely,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-656896,Emmanuel Rivera,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-678554,Curtis Mead,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-650391,Eloy Jiménez,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-669242,Tommy Edman,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-657041,Lane Thomas,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-682626,Francisco Alvarez,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-681393,Connor Norby,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-623993,Anthony Santander,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-668845,Aaron Schunk,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-572138,Jon Singleton,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-543510,James McCann,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-673490,Ha-Seong Kim,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-650559,Bryan De La Cruz,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-668904,Royce Lewis,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-660844,Leo Rivas,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-642086,Dominic Smith,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-657077,Alex Verdugo,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-571970,Max Muncy,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-682657,Angel Martínez,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-665804,Miguel Amaya,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-608841,Joey Meneses,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-664913,Seth Brown,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-640902,Jhonny Pereda,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-670869,Livan Soto,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-672284,Jarred Kelenic,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-571771,Enrique Hernández,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-622761,Jorge Mateo,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-665750,Leody Taveras,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-677870,Leo Jiménez,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-620443,Luis Torrens,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-683146,Brett Baty,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-677941,Jordyn Adams,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-643217,Andrew Benintendi,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-672279,Michael Siani,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-656582,Connor Joe,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-518735,Yasmani Grandal,batter,MLB,AAA,2024,2025,36.0,37.0,False
mlbam-666163,Ben Rortvedt,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-669134,Luis Campusano,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-663743,Nick Fortes,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-624503,Nick Gordon,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-645444,Jose Herrera,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-668942,Josh Rojas,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-600869,Jeimer Candelario,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-695257,Billy Cook,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-669127,Shea Langeliers,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-641943,Joshua Palacios,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-680700,Richie Palacios,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-672356,Gabriel Arias,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-669208,Ryan Bliss,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-660644,Vidal Bruján,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-543877,Christian Vázquez,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-686554,Oliver Dunn,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-686797,Brooks Lee,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-596142,Gary Sánchez,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-543807,George Springer,batter,MLB,AAA,2024,2025,35.0,36.0,False
mlbam-680474,Max Schuemann,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-543309,Kyle Higashioka,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-694376,Shay Whitcomb,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-640492,José Azócar,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-676694,Jake Meyers,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-686611,Dylan Crews,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-605204,J.D. Davis,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-683021,Michael Stefanic,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-700242,Trey Sweeney,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-669911,Michael Toglia,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-678877,Jhonkensy Noel,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-642180,Tyler Wade,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-642731,Thairo Estrada,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-676356,Jonny DeLuca,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-680716,Jonathan Ornelas,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-694377,Nick Yorke,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-669707,Jared Triolo,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-656413,Stuart Fairchild,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-665953,Andrés Chaparro,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-650907,René Pinto,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-668853,Austin Shenton,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-694388,Joey Loperfido,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-667452,Corey Julks,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-656555,Rhys Hoskins,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-662139,Daulton Varsho,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-682641,Luis Matos,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-605361,Nick Martini,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-682073,David Hensley,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-680869,Zack Gelof,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-676801,Chas McCormick,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-681460,Brooks Baldwin,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-518792,Jason Heyward,batter,MLB,AAA,2024,2025,35.0,36.0,False
mlbam-682617,Marco Luciano,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-682622,Noelvi Marte,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-686676,Korey Lee,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-671289,Tyler Freeman,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-596103,Austin Slater,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-676113,Zach DeLoach,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-542194,Christian Bethancourt,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-624512,Reese McGuire,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-666185,Dylan Carlson,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-669065,Kyle Stowers,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-655316,Andruw Monasterio,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-596117,Garrett Stubbs,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-675961,Alika Williams,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-669369,Bryce Johnson,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-669004,MJ Melendez,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-666150,Dominic Fletcher,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-677587,Brayan Rocchio,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-643265,Garrett Cooper,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-641645,Luis Guillorme,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-672012,Tyler Black,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-669200,Mason McCoy,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-695336,Thomas Saggese,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-518934,DJ LeMahieu,batter,MLB,AAA,2024,2025,36.0,37.0,False
mlbam-642136,Matt Thaiss,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-669234,Justyn-Henry Malloy,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-682868,Bryan Ramos,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-621035,Chris Taylor,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-687529,Grant McCray,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-691023,Jordan Walker,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-664238,Dylan Moore,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-663662,Daz Cameron,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-641511,Jason Delay,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-668752,Duke Ellis,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-608671,Travis Jankowski,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-675659,Greg Jones,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-702358,Trey Lipscomb,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-641856,Billy McKinney,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-665506,Cristian Pache,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-678894,Liover Peguero,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-665923,Esteury Ruiz,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-676369,Nelson Velázquez,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-666397,Edouard Julien,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-641343,Jake Bauers,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-680718,Addison Barger,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-624415,Cavan Biggio,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-668670,Jake Rogers,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-686527,Dominic Canzone,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-663897,Luke Williams,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-669222,Nick Senzel,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-670156,Miles Mastrobuoni,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-669221,Sean Murphy,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-621512,Tomás Nido,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-687231,Darell Hernaiz,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-649966,Luis Urías,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-676914,Davis Schneider,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-687093,Vaughn Grissom,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-671083,Buddy Kennedy,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-641779,Charles Leblanc,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-687952,Christian Encarnacion-Strand,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-678225,Jihwan Bae,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-672642,Steward Berroa,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-679845,Nick Loftin,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-687597,Jordan Beck,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-694497,Evan Carter,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-664954,Brett Sullivan,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-671221,Drew Waters,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-656248,Sean Bouchard,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-666181,Will Benson,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-642350,Jose Siri,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-674441,Jacob Hurtubise,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-680911,Owen Miller,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-622569,Pablo Reyes,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-694359,Niko Kavadas,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-669261,Jack Suwinski,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-571912,Luke Maile,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-668723,Ryan Vilade,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-621466,DJ Stewart,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-676070,Jacob Amaya,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-678489,Jorge Barrosa,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-691011,Drew Romo,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-592696,Eddie Rosario,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-663609,Luken Baker,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-571466,Tucker Barnhart,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-665782,Luis De Los Santos,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-691182,Adael Amador,batter,MLB,AAA,2024,2025,21.0,22.0,False
mlbam-592273,Brandon Drury,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-668800,Andrew Knizner,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-663604,Brandon Lockridge,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-645305,Ali Sánchez,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-661531,Brian Serven,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-682988,Tyler Locklear,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-665877,José Fermín,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-694362,Blake Dunn,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-680577,DaShawn Keirsey Jr.,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-553882,Omar Narváez,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-686894,Joey Wiemer,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-664874,Seby Zavala,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-645801,Mike Ford,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-642197,Jamie Westbrook,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-669374,Keston Hiura,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-681546,James Outman,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-695391,Brett Harris,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-680779,Henry Davis,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-656883,Jakson Reetz,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-666211,Taylor Trammell,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-676701,Alan Trejo,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-668731,Akil Baddoo,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-676116,Ryan Noda,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-622268,Donovan Walton,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-666915,Bobby Dalbec,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-671286,Johnathan Rodríguez,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-642020,Chuckie Robinson,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-670097,Zack Short,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-673995,Davis Wendzel,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-680769,CJ Alexander,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-688363,Graham Pauley,batter,MLB,AAA,2024,2025,24.0,25.0,False
mlbam-669699,Braden Shewmake,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-656577,Alex Jackson,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-670092,Trenton Brooks,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-668952,Ryan Kreidler,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-677347,Kyren Paris,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-670223,Matt Mervis,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-542963,Rob Brantly,batter,MLB,AAA,2024,2025,35.0,36.0,False
mlbam-681962,Vinny Capra,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-621458,Edwin Rios,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-656484,Tristan Gray,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-592348,Niko Goodrum,batter,MLB,AAA,2024,2025,32.0,33.0,False
mlbam-682634,Kevin Alcántara,batter,MLB,AAA,2024,2025,22.0,23.0,False
mlbam-805373,Nacho Alvarez Jr.,batter,MLB,AAA,2024,2025,21.0,22.0,False
mlbam-682119,Levi Jordan,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-694175,Pedro León,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-691723,Coby Mayo,batter,MLB,AAA,2024,2025,23.0,24.0,False
mlbam-623168,Tyler Heineman,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-669326,Bryce Teodosio,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-676679,Luis Vázquez,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-542364,Rafael Ortega,batter,MLB,AAA,2024,2025,33.0,34.0,False
mlbam-664059,Sam Haggerty,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-670224,Kameron Misner,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-679822,Justin Foscue,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-657193,Eddy Alvarez,batter,MLB,AAA,2024,2025,34.0,35.0,False
mlbam-675915,David Bañuelos,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-665856,Jair Camargo,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-605244,Aramis Garcia,batter,MLB,AAA,2024,2025,31.0,32.0,False
mlbam-681508,Mickey Gasper,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-694355,Tyler Gentry,batter,MLB,AAA,2024,2025,25.0,26.0,False
mlbam-676551,Brewer Hicklen,batter,MLB,AAA,2024,2025,28.0,29.0,False
mlbam-669087,Sam Huff,batter,MLB,AAA,2024,2025,26.0,27.0,False
mlbam-669450,Cooper Hummel,batter,MLB,AAA,2024,2025,30.0,31.0,False
mlbam-669288,Daniel Johnson,batter,MLB,AAA,2024,2025,29.0,30.0,False
mlbam-666197,Grae Kessinger,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-665155,Nick Maton,batter,MLB,AAA,2024,2025,27.0,28.0,False
mlbam-687066,Eric Yang,batter,MLB,AAA,2024,2025,26.0,27.0,False
