player_id,player_name,season,league,team,role,age,ip,g,gs,k_pct,bb_pct,hr_fb,era,fip,home_pa,road_pa,home_era,road_era,park_id,source,is_synthetic
P-0062,Pitcher 62,2015,AAA,AAA-T4,pitcher,32.9,92.0,31.0,26.0,0.1954110977603824,0.08895838742988221,0.13257521331772612,4.17995868013898,4.029964000252789,202.4,193.20000000000002,3.8288292069960903,4.531088153281869,AAA-P5,synthetic,True
P-0063,Pitcher 63,2015,AAA,AAA-T4,pitcher,23.9,111.0,16.0,12.0,0.2043515764972373,0.07733020841353247,0.11393669374897253,4.328810531027911,3.632516826474217,244.20000000000002,233.10000000000002,4.194415867458051,4.463205194597771,AAA-P5,synthetic,True
P-0064,Pitcher 64,2015,AAA,AAA-T6,pitcher,32.5,75.0,33.0,30.0,0.2512967352666773,0.09877850516306068,0.13969072029216584,4.273747930814443,3.7718753827449683,165.0,157.5,4.823168967063479,3.724326894565406,AAA-P2,synthetic,True
P-0065,Pitcher 65,2015,AAA,AAA-T2,pitcher,24.4,96.0,26.0,18.0,0.2653204167825568,0.07718926702191158,0.0942014465416223,3.3615851965174794,2.945722335418708,211.20000000000002,201.60000000000002,3.3518813730490695,3.3712890199858894,AAA-P4,synthetic,True
P-0066,Pitcher 66,2015,AAA,AAA-T6,pitcher,26.7,108.0,28.0,22.0,0.19265608870675027,0.07228098881790407,0.13276055331141048,4.593166494455426,3.853728689274951,237.60000000000002,226.8,4.8067880949129265,4.379544893997926,AAA-P2,synthetic,True
P-0067,Pitcher 67,2015,AAA,AAA-T7,pitcher,30.8,188.0,26.0,9.0,0.15282481136145248,0.07931191072421155,0.13377464618421958,4.791001785904609,4.266890899641114,413.6,394.8,4.559228578313155,5.022774993496062,AAA-P4,synthetic,True
P-0068,Pitcher 68,2015,AAA,AAA-T1,pitcher,21.6,141.0,19.0,14.0,0.195390659566853,0.07465753910597675,0.10373130859412522,3.833229866914741,3.570078278678149,310.20000000000005,296.1,4.169146259525681,3.4973134743038004,AAA-P1,synthetic,True
P-0069,Pitcher 69,2015,AAA,AAA-T2,pitcher,24.0,151.0,34.0,29.0,0.27742855892083124,0.04068004397736939,0.12796331926055785,2.97288155301896,2.748365248967361,332.20000000000005,317.1,3.0939573719186795,2.8518057341192407,AAA-P4,synthetic,True
P-0070,Pitcher 70,2015,AAA,AAA-T2,pitcher,26.3,154.0,31.0,2.0,0.19783979372859,0.10383053824742683,0.09949537802919461,3.786774301794918,3.8582018894323484,338.8,323.40000000000003,3.8144874523132004,3.759061151276635,AAA-P3,synthetic,True
P-0072,Pitcher 72,2015,AAA,AAA-T6,pitcher,29.3,79.0,32.0,18.0,0.2126098330345719,0.05494676043030416,0.09710426047255383,2.908802088520537,3.129525065612613,173.8,165.9,2.8768519045675123,2.9407522724735613,AAA-P1,synthetic,True
