player_id,player_name,season,league,team,role,age,ip,g,gs,k_pct,bb_pct,hr_fb,era,fip,home_pa,road_pa,home_era,road_era,park_id,source,is_synthetic
P-0451,CPBL Pitcher 1,2015,CPBL,CPBL-T7,pitcher,28.5,87.0,27.0,1.0,0.23498249979797747,0.05915145589610326,0.11717445456808798,2.763044199648881,3.201702018050299,191.4,182.70000000000002,2.1752602499646434,3.3508281493331182,CPBL-P3,synthetic,True
P-0452,CPBL Pitcher 2,2015,CPBL,CPBL-T7,pitcher,25.7,78.0,24.0,2.0,0.14007787645227884,0.06722410142752241,0.1633372615906794,4.6886513785196176,4.519438821418833,171.60000000000002,163.8,4.453276072268699,4.924026684770536,CPBL-P2,synthetic,True
P-0453,CPBL Pitcher 3,2015,CPBL,CPBL-T5,pitcher,30.6,167.0,21.0,10.0,0.20275871287065764,0.10300069793877989,0.165053025970575,5.271728357758669,4.464468932005849,367.40000000000003,350.7,5.139962341049855,5.403494374467484,CPBL-P3,synthetic,True
P-0455,CPBL Pitcher 5,2015,CPBL,CPBL-T5,pitcher,31.3,63.0,30.0,9.0,0.2479850557491191,0.09912608918156583,0.11888210916941137,3.972204734161407,3.5944537158799506,138.60000000000002,132.3,3.889859021814795,4.054550446508019,CPBL-P2,synthetic,True
P-0457,CPBL Pitcher 7,2015,CPBL,CPBL-T4,pitcher,25.7,107.0,31.0,3.0,0.16526005191422508,0.0448900911549515,0.1407016419220756,4.41828915950228,3.8236170977663737,235.4,224.70000000000002,4.278730330471025,4.557847988533536,CPBL-P2,synthetic,True
P-0458,CPBL Pitcher 8,2015,CPBL,CPBL-T3,pitcher,29.8,92.0,16.0,7.0,0.2018345660337833,0.13597403995934193,0.10095654799416683,5.261340503330309,4.226577431183506,202.4,193.20000000000002,5.181153838390578,5.341527168270039,CPBL-P1,synthetic,True
P-0459,CPBL Pitcher 9,2015,CPBL,CPBL-T5,pitcher,27.2,85.0,21.0,18.0,0.16755093166748602,0.09366293635026655,0.0739520617045327,2.9846785546848174,3.723068399908638,187.00000000000003,178.5,2.9086784142273245,3.06067869514231,CPBL-P3,synthetic,True
P-0461,CPBL Pitcher 11,2015,CPBL,CPBL-T4,pitcher,26.7,134.0,33.0,8.0,0.23625737297117358,0.09094931781168122,0.08090975326782812,3.7530429802710232,3.210430362649068,294.8,281.40000000000003,4.010951183821347,3.4951347767206995,CPBL-P5,synthetic,True
P-0464,CPBL Pitcher 14,2015,CPBL,CPBL-T5,pitcher,26.0,144.0,15.0,8.0,0.16273286454857955,0.1021391097814518,0.14313008754082865,4.586481242513978,4.555107276397072,316.8,302.40000000000003,4.442531356048438,4.730431128979518,CPBL-P5,synthetic,True
P-0465,CPBL Pitcher 15,2015,CPBL,CPBL-T3,pitcher,27.2,117.0,28.0,24.0,0.1981583678658111,0.06053738182203455,0.11085374399588781,3.300446028159509,3.4497190788968046,257.40000000000003,245.70000000000002,3.466418956666425,3.1344730996525927,CPBL-P5,synthetic,True
P-0466,CPBL Pitcher 16,2015,CPBL,CPBL-T1,pitcher,25.7,143.0,17.0,6.0,0.15263933659332432,0.05903088001393408,0.07970269740640795,3.4112314410401834,3.4842828414846942,314.6,300.3,3.738192051831695,3.0842708302486717,CPBL-P1,synthetic,True
P-0467,CPBL Pitcher 17,2015,CPBL,CPBL-T2,pitcher,26.2,114.0,20.0,17.0,0.15632152585686623,0.08549470839783661,0.12866112912091587,3.907320659228281,4.261975585128269,250.8,239.4,3.923199471987288,3.8914418464692746,CPBL-P5,synthetic,True
P-0468,CPBL Pitcher 18,2015,CPBL,CPBL-T5,pitcher,27.9,85.0,27.0,0.0,0.22340969659658902,0.09711968873376972,0.08663768405549502,3.441501967065507,3.444535532587474,187.00000000000003,178.5,3.727519670068671,3.155484264062343,CPBL-P5,synthetic,True
P-0469,CPBL Pitcher 19,2015,CPBL,CPBL-T1,pitcher,27.0,142.0,32.0,6.0,0.16039620254546588,0.0563884110614497,0.06716757230865165,3.3226437790595758,3.265167035460186,312.40000000000003,298.2,3.450505353757523,3.1947822043616285,CPBL-P3,synthetic,True
P-0470,CPBL Pitcher 20,2015,CPBL,CPBL-T4,pitcher,29.3,120.0,18.0,10.0,0.15971133328704645,0.08642079377070838,0.1031758920724386,3.799142654786939,3.991117779676515,264.0,252.0,4.1157863227172,3.4824989868566787,CPBL-P1,synthetic,True
P-0472,CPBL Pitcher 22,2015,CPBL,CPBL-T4,pitcher,31.5,161.0,17.0,12.0,0.16897802367575201,0.11027212908953805,0.14756650868170404,5.027201411871392,4.647106446485482,354.20000000000005,338.1,4.825357894554534,5.22904492918825,CPBL-P4,synthetic,True
P-0473,CPBL Pitcher 23,2015,CPBL,CPBL-T2,pitcher,29.4,108.0,21.0,20.0,0.10861556897932681,0.10527559713543651,0.12673659970158568,4.933608350507921,4.861748610806481,237.60000000000002,226.8,4.8175316764926865,5.049685024523155,CPBL-P4,synthetic,True
P-0474,CPBL Pitcher 24,2015,CPBL,CPBL-T5,pitcher,23.6,88.0,28.0,26.0,0.20436325161945693,0.07919902179374641,0.08638495835441137,3.292517420771969,3.379331832113415,193.60000000000002,184.8,2.759180732618472,3.825854108925466,CPBL-P2,synthetic,True
P-0475,CPBL Pitcher 25,2015,CPBL,CPBL-T6,pitcher,25.0,87.0,23.0,22.0,0.11681666760650686,0.0540489929625041,0.1220633126101006,4.116118165504437,4.134687700799001,191.4,182.70000000000002,4.054581011377685,4.177655319631189,CPBL-P5,synthetic,True
P-0476,CPBL Pitcher 26,2015,CPBL,CPBL-T5,pitcher,30.9,126.0,15.0,6.0,0.108963403230021,0.08829060382459249,0.10049963094708556,4.787401978461703,4.392776329525798,277.20000000000005,264.6,4.688536673543613,4.886267283379793,CPBL-P5,synthetic,True
P-0477,CPBL Pitcher 27,2015,CPBL,CPBL-T4,pitcher,24.7,130.0,32.0,2.0,0.19907483030266226,0.053546892553417665,0.07462612716263897,2.4525235296840595,2.996225339846104,286.0,273.0,2.429427409640539,2.47561964972758,CPBL-P3,synthetic,True
P-0479,CPBL Pitcher 29,2015,CPBL,CPBL-T2,pitcher,31.4,172.0,22.0,9.0,0.09917436953882178,0.11740353638086518,0.09946213685777489,4.862766714921737,4.810068848837558,378.40000000000003,361.2,5.212827108521974,4.512706321321499,CPBL-P5,synthetic,True
P-0480,CPBL Pitcher 30,2015,CPBL,CPBL-T3,pitcher,29.0,45.0,20.0,9.0,0.15098380476112636,0.11374801702186259,0.12376589623503943,4.420395147123967,4.594764728523734,99.00000000000001,94.5,4.070362676641979,4.7704276176059555,CPBL-P4,synthetic,True
P-0452,CPBL Pitcher 2,2016,CPBL,CPBL-T1,pitcher,25.9,117.0,16.0,13.0,0.1391302260988496,0.059727669181131954,0.1405876823215761,4.0881470260738,4.209567044598549,257.40000000000003,245.70000000000002,4.349592325989946,3.8267017261576544,CPBL-P5,synthetic,True
P-0453,CPBL Pitcher 3,2016,CPBL,CPBL-T7,pitcher,30.8,158.0,30.0,5.0,0.2115869693963998,0.11406249651839324,0.15706199101301532,4.355144882074319,4.446674113179674,347.6,331.8,4.65787831976896,4.052411444379677,CPBL-P2,synthetic,True
P-0454,CPBL Pitcher 4,2016,CPBL,CPBL-T3,pitcher,25.2,100.0,29.0,17.0,0.25352715312732066,0.08420581369922632,0.08070650377000554,3.5324423789404937,2.989317577072206,220.00000000000003,210.0,3.672803461019946,3.3920812968610417,CPBL-P1,synthetic,True
