player_id,player_name,season,league,team,role,age,pa,g,bb_pct,k_pct,iso,babip,hr_pct,avg,obp,slg,woba,home_pa,road_pa,home_woba,road_woba,park_id,source,is_synthetic
H-0081,Hitter 81,2015,AAA,AAA-T4,batter,26.7,493.0,125.58856078210214,0.09151947159905491,0.26805007238806583,0.23102966812059697,0.31144129632504974,0.06108196143596089,0.20861878564208797,0.27103031388307935,0.562173797753102,0.475108166591799,254.43144465757285,238.56855534242715,0.46680967932618744,0.48340665385741055,AAA-P4,synthetic,True
H-0082,Hitter 82,2015,AAA,AAA-T2,batter,32.6,321.0,88.32607250848191,0.02,0.394624882291438,0.10982388561650216,0.34079852752077616,0.005,0.20024497816237896,0.25,0.44390373836857977,0.31818262172134787,166.68254033224676,154.31745966775324,0.32510560898521607,0.3112596344574797,AAA-P2,synthetic,True
H-0083,Hitter 83,2015,AAA,AAA-T3,batter,27.5,210.0,55.40717617437236,0.0880748584103646,0.2211137565631607,0.14427229357589386,0.31643636293586225,0.012007414269159007,0.2203989542928371,0.28481291634758155,0.47591592986948006,0.38256156222379173,113.94446241394805,96.05553758605195,0.34804557273834086,0.4170775517092426,AAA-P3,synthetic,True
H-0084,Hitter 84,2015,AAA,AAA-T5,batter,25.6,524.0,140.74889710075215,0.0992553514488655,0.2651745198127134,0.26618111367687725,0.33628293368264955,0.02495325069107289,0.21747437505687645,0.29161360015675947,0.5998094070451423,0.4760353109473813,270.04236182934596,253.95763817065404,0.5,0.44149522896321836,AAA-P2,synthetic,True
H-0085,Hitter 85,2015,AAA,AAA-T6,batter,31.8,442.0,118.01607872700816,0.02,0.34032436939471467,0.02,0.2804946160534054,0.005,0.1801755704053495,0.25,0.34804946160534056,0.24767311561869193,229.93405798284982,212.06594201715018,0.2522061064516985,0.2431401247856854,AAA-P3,synthetic,True
H-0086,Hitter 86,2015,AAA,AAA-T2,batter,33.1,470.0,112.65554303604134,0.02,0.34225457040587104,0.02013068807451647,0.27346191203933057,0.005,0.17514908457115477,0.25,0.3474768792784495,0.24528354765474977,234.58888661871472,235.41111338128528,0.2530747513422339,0.23749234396726565,AAA-P2,synthetic,True
H-0087,Hitter 87,2015,AAA,AAA-T1,batter,26.2,606.0,149.30186573323562,0.15674305989430368,0.26075218949608,0.19499843708077522,0.3169706384471963,0.011160381654465543,0.18631095994742475,0.3229162723236331,0.5266955009254948,0.4579533492659766,292.7072565083018,313.2927434916982,0.4511064418620903,0.46480025666986285,AAA-P1,synthetic,True
H-0088,Hitter 88,2015,AAA,AAA-T7,batter,23.5,397.0,103.58082337787638,0.053779095011023986,0.23604690102567422,0.16890178574510892,0.31055002099665296,0.023147751274939697,0.22401671453332142,0.2522691916688964,0.49995678784477415,0.38006683216380094,212.68143644568084,184.31856355431916,0.4076241044586316,0.35250955986897026,AAA-P1,synthetic,True
H-0089,Hitter 89,2015,AAA,AAA-T7,batter,23.2,629.0,164.67537579632614,0.07364717763268763,0.3273611181146985,0.1053264203981214,0.2932250217510523,0.0500688279576388,0.1831496797018184,0.25,0.4346489225732266,0.3771732583365913,295.0066701798255,333.9933298201745,0.3836968412803216,0.37064967539286103,AAA-P5,synthetic,True
H-0090,Hitter 90,2015,AAA,AAA-T6,batter,27.2,491.0,133.13452365580568,0.12237529091294826,0.19767826779068215,0.2526193013420745,0.31731320301358895,0.047547021634739735,0.22288803641065325,0.3165556757618463,0.5843506216434334,0.49845525990322664,237.10754620176604,253.89245379823396,0.5,0.4871304644388822,AAA-P2,synthetic,True
H-0091,Hitter 91,2015,AAA,AAA-T2,batter,25.1,310.0,87.26384570976091,0.06595140386762793,0.18442809428307153,0.13751946889461852,0.3271347729328564,0.005,0.2459769326582848,0.28665564326008425,0.4702329461879042,0.3607988611258795,150.46671085297928,159.53328914702072,0.35481895919428186,0.36677876305747714,AAA-P3,synthetic,True
H-0093,Hitter 93,2015,AAA,AAA-T4,batter,25.9,185.0,46.69375697808859,0.08322158019373159,0.2226665824607648,0.18067408767358975,0.3104861716551948,0.04965601962033091,0.22296053002100835,0.27718249456389443,0.5117227048391092,0.43098643209370247,101.67393194954614,83.32606805045386,0.44092527851826957,0.42104758566913536,AAA-P3,synthetic,True
H-0094,Hitter 94,2015,AAA,AAA-T1,batter,31.8,444.0,114.34079632019801,0.04347384923124448,0.3015429872347359,0.1154243208286725,0.3230051966035112,0.01662315928638406,0.2140564394022533,0.25,0.4477248404890236,0.3419277330866156,215.26206224752082,228.73793775247918,0.33761694064240433,0.3462385255308269,AAA-P3,synthetic,True
H-0095,Hitter 95,2015,AAA,AAA-T5,batter,27.5,443.0,109.13310969875533,0.09124213127038033,0.19663310137917747,0.14348422117237464,0.29935332650185775,0.016148197507336235,0.2155991476168169,0.28310135746202514,0.4734195538225604,0.3820928555663251,214.58730463079615,228.41269536920385,0.3902712563441435,0.3739144547885067,AAA-P2,synthetic,True
H-0097,Hitter 97,2015,AAA,AAA-T1,batter,25.2,293.0,75.53847748342176,0.10487151597744374,0.28399051795446384,0.16792954487494244,0.3095673544362222,0.04350065282125513,0.19571346127442135,0.2751410429935535,0.49888628031856463,0.4332704724572364,153.35873818277477,139.64126181722523,0.4291759749516429,0.43736496996282986,AAA-P4,synthetic,True
H-0098,Hitter 98,2015,AAA,AAA-T7,batter,33.3,552.0,146.77343689293468,0.02,0.27196526781826325,0.07159971261846723,0.2782256389575366,0.005,0.197743415765392,0.25,0.3994222765142209,0.2752588155752948,283.2607625354683,268.7392374645317,0.2854283439058424,0.26508928724474723,AAA-P1,synthetic,True
H-0099,Hitter 99,2015,AAA,AAA-T3,batter,33.1,282.0,80.54863091933467,0.02,0.3803821318727305,0.06741054459110932,0.3335746411967426,0.005,0.20076731521570965,0.25,0.4007680087107836,0.2923269239439701,149.01526957061486,132.98473042938514,0.2821250510128838,0.30252879687505635,AAA-P5,synthetic,True
H-0100,Hitter 100,2015,AAA,AAA-T6,batter,28.2,538.0,153.66840153347692,0.07987948022425295,0.1734687047790244,0.22878720181080758,0.3650104496566318,0.02072252054829594,0.2756440928111384,0.32516162348025757,0.5652882467764707,0.4481525230262087,265.6311311410823,272.3688688589177,0.4564768609237969,0.43982818512862054,AAA-P3,synthetic,True
H-0102,Hitter 102,2015,AAA,AAA-T2,batter,33.4,582.0,144.28032631582028,0.02,0.18619505338803136,0.02,0.2893944303026612,0.005,0.23047273029620508,0.25,0.34893944303026614,0.25078805060593146,295.8777250725865,286.1222749274135,0.2458908405023026,0.2556852607095603,AAA-P5,synthetic,True
H-0103,Hitter 103,2015,AAA,AAA-T7,batter,28.2,269.0,74.87213421018667,0.0854343246840785,0.1496055335909237,0.22344154224699322,0.3013022585146689,0.07410309898658692,0.2415996832234311,0.29287012122197725,0.5535717680984601,0.47484545508276355,130.6776027847504,138.3223972152496,0.44520389983011643,0.5,AAA-P5,synthetic,True
H-0104,Hitter 104,2015,AAA,AAA-T6,batter,22.1,384.0,100.31309976282144,0.02,0.2699524260957819,0.17759780777067535,0.33566641676699976,0.005,0.2390891248665303,0.25,0.5111644494473753,0.3536620401423214,192.77243974510077,191.22756025489923,0.3745446957593692,0.33277938452527356,AAA-P3,synthetic,True
H-0105,Hitter 105,2015,AAA,AAA-T1,batter,30.4,469.0,113.77759433705504,0.02657969205906212,0.2695943887567155,0.06925041371080344,0.3097693997658504,0.005,0.21877373252534452,0.25,0.40022735368738843,0.289612801900333,220.3359091635265,248.6640908364735,0.2667440878243966,0.3124815159762694,AAA-P5,synthetic,True
H-0106,Hitter 106,2015,AAA,AAA-T4,batter,21.6,614.0,163.29075270335025,0.022262313778116022,0.29781576900958734,0.05956295811203863,0.331495174092058,0.005,0.2261408343152961,0.25,0.39271247552124444,0.28886655753852275,335.72262435188,278.27737564812,0.3220620699879766,0.2556710450890689,AAA-P2,synthetic,True
H-0107,Hitter 107,2015,AAA,AAA-T6,batter,29.6,470.0,125.1930763570753,0.07925735605772978,0.19053997435869585,0.19094806721951946,0.324999298166851,0.03229716658683563,0.24215993012224804,0.2928411756785302,0.5234479970362046,0.42331879049769644,235.2400346836052,234.7599653163948,0.43069390695229914,0.41594367404309374,AAA-P2,synthetic,True
H-0108,Hitter 108,2015,AAA,AAA-T1,batter,28.6,452.0,119.58376540680953,0.05612349663005567,0.08029927226529969,0.2676204322013272,0.3921620793281572,0.02730194905225649,0.3427575349682885,0.3609195149794607,0.606836640134143,0.4683061672636548,232.24565274821242,219.75434725178758,0.47687734301391854,0.4597349915133911,AAA-P3,synthetic,True
H-0109,Hitter 109,2015,AAA,AAA-T1,batter,25.7,545.0,152.47861508808276,0.07238054131290557,0.20484705546082474,0.1935376568842964,0.29075461465769636,0.03833641520581822,0.2158998738661439,0.26151501173964964,0.5226131183500661,0.41337897902082704,258.348532462532,286.651467537468,0.4036853881500018,0.42307256989165226,AAA-P2,synthetic,True
H-0110,Hitter 110,2015,AAA,AAA-T7,batter,23.2,276.0,74.22234105429781,0.02,0.3070672436944645,0.23801397770942864,0.3517305286571488,0.014391130598578845,0.23884966371584512,0.25,0.5731870305751435,0.4009653903089088,150.82761587239852,125.17238412760148,0.3955352574236821,0.4063955231941355,AAA-P3,synthetic,True
H-0111,Hitter 111,2015,AAA,AAA-T6,batter,23.2,245.0,63.822269074167174,0.052520321708434015,0.15855626338525575,0.16689196336401207,0.27244159998120215,0.04668347989963633,0.2219380794046544,0.25,0.4941361233621323,0.38592449694920394,124.77348524265669,120.22651475734331,0.4047330068980402,0.3671159870003677,AAA-P2,synthetic,True
H-0112,Hitter 112,2015,AAA,AAA-T7,batter,29.2,446.0,108.27971493958792,0.13882959455850585,0.16973183672984501,0.16331810012000195,0.2972221327690866,0.02553015155064262,0.20934036880387738,0.32378935602265874,0.4930403133969106,0.4340105541217138,238.75920818208286,207.24079181791714,0.4518300227539313,0.4161910854894963,AAA-P1,synthetic,True
H-0114,Hitter 114,2015,AAA,AAA-T3,batter,30.5,631.0,160.5230376328722,0.05334958108205166,0.14087954287730683,0.08298153820815127,0.307043964802416,0.01661542220678749,0.24989939783285275,0.27601595713370286,0.4136859346883929,0.3254038204388737,335.2781111089618,295.7218888910382,0.31979633992647655,0.3310113009512709,AAA-P4,synthetic,True
H-0115,Hitter 115,2015,AAA,AAA-T3,batter,23.4,533.0,131.89753290614917,0.0677794784576655,0.24094254603126478,0.09925540605869668,0.3037481861804618,0.03774132723994097,0.21563563029398025,0.25675646654485573,0.4296302246767429,0.3623151679317575,256.269369227687,276.730630772313,0.34866601333468095,0.37596432252883405,AAA-P3,synthetic,True
H-0116,Hitter 116,2015,AAA,AAA-T2,batter,27.3,495.0,132.62340127215583,0.15685813684980257,0.2613012374875447,0.21179359061465777,0.30342144597878695,0.0626237551789218,0.18593648724460246,0.31574676842079036,0.5421357352125364,0.5,262.4612018784059,232.53879812159408,0.5,0.4783769148934931,AAA-P5,synthetic,True
H-0117,Hitter 117,2015,AAA,AAA-T5,batter,22.8,636.0,173.21261001372247,0.07339687874718566,0.24880761337260082,0.08943069350700757,0.32484573088913016,0.026969460866135456,0.22422439628063745,0.27155795818283107,0.42191526659592055,0.3585332171426016,302.89058658427285,333.10941341572715,0.34578414503030824,0.371282289254895,AAA-P3,synthetic,True
H-0118,Hitter 118,2015,AAA,AAA-T4,batter,33.1,247.0,61.31783636945012,0.02,0.2689190597830973,0.10267191474871808,0.3288745645622776,0.006018530826887823,0.234759214206402,0.25,0.4355593712049458,0.3109923284527911,123.64805127684531,123.35194872315469,0.32199831276431945,0.2999863441412628,AAA-P2,synthetic,True
H-0119,Hitter 119,2015,AAA,AAA-T3,batter,27.7,416.0,104.55023127868942,0.062492093625887334,0.19749482490348214,0.061815644076747285,0.29738975585222477,0.028600268550587945,0.22436234990859152,0.2605571722892903,0.39155461966196975,0.3275697260241399,202.17734374236952,213.82265625763048,0.34335917211868844,0.3117802799295914,AAA-P1,synthetic,True
H-0120,Hitter 120,2015,AAA,AAA-T2,batter,29.9,336.0,93.75896268178259,0.08423671652403014,0.2602658450237142,0.08255659497724216,0.32203280525055045,0.04517643032027889,0.21786814348737174,0.27421922756942707,0.4147598755022972,0.37774209793024793,184.62089475066307,151.37910524933693,0.3913545993540577,0.36412959650643817,AAA-P1,synthetic,True
H-0121,Hitter 121,2015,AAA,AAA-T3,batter,22.9,641.0,175.45577250240876,0.03323569692803492,0.27446664403324744,0.1374214901221233,0.3386745831442933,0.013755452326797854,0.2365269389357274,0.25,0.4712889484365526,0.34976281861141295,334.9338092289605,306.0661907710395,0.3473084859072645,0.3522171513155614,AAA-P4,synthetic,True
H-0122,Hitter 122,2015,AAA,AAA-T3,batter,26.7,494.0,139.16956438244554,0.0740659705359844,0.2377490568006443,0.16543332731584612,0.30720716247511043,0.028263369986451823,0.2156548582078935,0.26433978797491753,0.49615404356335713,0.3957940492529997,232.8509484185755,261.1490515814245,0.3941200644329947,0.39746803407300474,AAA-P3,synthetic,True
H-0123,Hitter 123,2015,AAA,AAA-T4,batter,27.3,482.0,128.8260145774801,0.06846256559468161,0.14276605256586133,0.17781376327667298,0.30465904039650393,0.005,0.24105633228343337,0.28473826464977164,0.5082796673163233,0.3768520298572236,243.23720782049543,238.76279217950457,0.3660205945491627,0.3876834651652845,AAA-P4,synthetic,True
H-0124,Hitter 124,2015,AAA,AAA-T5,batter,27.1,529.0,127.68483345969811,0.06740839755792986,0.29089677375439216,0.19330512222765264,0.324626051217649,0.020352793979133314,0.21136377742053666,0.25488817004922987,0.5257677273494176,0.405440328023157,265.56057366534077,263.43942633465923,0.4130069898570424,0.3978736661892716,AAA-P4,synthetic,True
H-0125,Hitter 125,2015,AAA,AAA-T2,batter,21.7,597.0,154.03068157916886,0.02,0.28553584318649294,0.11441552866569994,0.29918115119422245,0.005,0.20852058589859007,0.25,0.4443336437851222,0.30614194368411285,293.0294853558436,303.9705146441564,0.30874047214271705,0.30354341522550865,AAA-P2,synthetic,True
H-0126,Hitter 126,2015,AAA,AAA-T1,batter,28.4,310.0,87.01376278921713,0.09919082722685728,0.2794534218122741,0.10668578706097724,0.24795932639000157,0.046358794020720344,0.1610247725599186,0.25,0.4314817196999774,0.37661944079748644,141.89334634639263,168.10665365360737,0.3813997975920823,0.37183908400289056,AAA-P5,synthetic,True
H-0127,Hitter 127,2015,AAA,AAA-T1,batter,23.5,501.0,137.475719184003,0.02,0.1437256884115535,0.17280969632155632,0.3442779390028713,0.05097823958741285,0.2955575323728273,0.2791197167912438,0.5072374902218435,0.3954230272565325,266.9889607555323,234.01103924446772,0.39306470796067033,0.39778134655239467,AAA-P1,synthetic,True
H-0129,Hitter 129,2015,AAA,AAA-T3,batter,28.8,300.0,77.26875488379217,0.12804801134992594,0.32009889651507667,0.1337391793735341,0.36370523288596746,0.04281299796998883,0.20713380708929885,0.3086886830043464,0.47010970266213087,0.44901868628347047,155.8989090450416,144.1010909549584,0.4432674981740226,0.4547698743929183,AAA-P2,synthetic,True
