player_id,player_name,season,league,team,role,age,ip,g,gs,k_pct,bb_pct,hr_fb,era,fip,home_pa,road_pa,home_era,road_era,park_id,source,is_synthetic
P-0501,CUBA Pitcher 1,2015,CUBA,CUBA-T2,pitcher,26.3,157.0,29.0,17.0,0.16214540374567152,0.08621400087310854,0.10421645736818089,3.938215182543958,3.9795693541937394,345.40000000000003,329.7,4.192192864430363,3.684237500657553,CUBA-P5,synthetic,True
P-0502,CUBA Pitcher 2,2015,CUBA,CUBA-T7,pitcher,27.8,53.0,26.0,15.0,0.13346650700665208,0.08733452638209345,0.07557900339321638,3.843497865760585,3.9360722944640694,116.60000000000001,111.30000000000001,4.278612021349991,3.408383710171179,CUBA-P4,synthetic,True
P-0503,CUBA Pitcher 3,2015,CUBA,CUBA-T6,pitcher,30.1,125.0,19.0,13.0,0.1148179124896956,0.07907177771863946,0.11945879026930888,4.034031360668099,4.424905935399198,275.0,262.5,4.144616182895416,3.9234465384407806,CUBA-P1,synthetic,True
P-0504,CUBA Pitcher 4,2015,CUBA,CUBA-T5,pitcher,25.5,158.0,34.0,7.0,0.141328644785279,0.06425083868113893,0.04,3.6134173649718493,3.2403809058914352,347.6,331.8,3.737212268908269,3.4896224610354296,CUBA-P5,synthetic,True
P-0505,CUBA Pitcher 5,2015,CUBA,CUBA-T2,pitcher,26.1,76.0,27.0,1.0,0.1979793307845298,0.06777639841167711,0.06104666140910724,3.4261133644819215,3.0399487487549597,167.20000000000002,159.6,3.0456888540425666,3.8065378749212764,CUBA-P5,synthetic,True
P-0506,CUBA Pitcher 6,2015,CUBA,CUBA-T5,pitcher,25.1,45.0,16.0,2.0,0.16658764563833145,0.03,0.07050426320753124,3.3380818228842353,2.9323414669686607,99.00000000000001,94.5,3.2617194303933728,3.414444215375098,CUBA-P3,synthetic,True
P-0507,CUBA Pitcher 7,2015,CUBA,CUBA-T3,pitcher,26.2,160.0,26.0,19.0,0.19664882315182106,0.04132093090160086,0.08319180747253718,3.191423663484775,2.9545786603300135,352.0,336.0,3.4008670016824762,2.981980325287074,CUBA-P5,synthetic,True
P-0508,CUBA Pitcher 8,2015,CUBA,CUBA-T6,pitcher,30.1,130.0,29.0,8.0,0.15333995791555888,0.0727945966377133,0.08605247351301497,3.7872173297097866,3.7073402314582378,286.0,273.0,3.6954050290436005,3.879029630375973,CUBA-P2,synthetic,True
P-0509,CUBA Pitcher 9,2015,CUBA,CUBA-T2,pitcher,23.8,133.0,33.0,28.0,0.11027288432917642,0.0767361045473911,0.09700876983116606,3.7358561724798647,4.208737878246943,292.6,279.3,3.7883035624275956,3.6834087825321338,CUBA-P4,synthetic,True
P-0510,CUBA Pitcher 10,2015,CUBA,CUBA-T7,pitcher,30.8,185.0,16.0,3.0,0.16387022274387417,0.08051527382589106,0.07256605015746931,4.163841831930451,3.5808820055343924,407.00000000000006,388.5,4.105899953580768,4.2217837102801345,CUBA-P2,synthetic,True
P-0511,CUBA Pitcher 11,2015,CUBA,CUBA-T6,pitcher,29.9,187.0,24.0,16.0,0.15441464687512382,0.08475442637918527,0.1211753259154992,4.561336934712731,4.193489200704224,411.40000000000003,392.7,4.9576564132531304,4.165017456172332,CUBA-P4,synthetic,True
P-0512,CUBA Pitcher 12,2015,CUBA,CUBA-T2,pitcher,29.9,150.0,17.0,16.0,0.1194434325239778,0.09089179596521392,0.09193765810238465,3.9096694635046614,4.2545306724145915,330.0,315.0,3.8240681318181484,3.9952707951911743,CUBA-P3,synthetic,True
P-0513,CUBA Pitcher 13,2015,CUBA,CUBA-T1,pitcher,31.3,173.0,17.0,14.0,0.08,0.07844626124663169,0.08685177922799121,4.543710066324853,4.369872927239492,380.6,363.3,4.443606703093772,4.643813429555935,CUBA-P3,synthetic,True
P-0514,CUBA Pitcher 14,2015,CUBA,CUBA-T3,pitcher,26.8,116.0,24.0,8.0,0.1302817271831038,0.047041843681401976,0.08533826914728194,4.513643743443174,3.5756309981848124,255.20000000000002,243.60000000000002,4.201031360979696,4.826256125906651,CUBA-P4,synthetic,True
P-0516,CUBA Pitcher 16,2015,CUBA,CUBA-T3,pitcher,29.2,189.0,27.0,4.0,0.16968443780459594,0.06216471418477666,0.06373012950237056,4.049782040494607,3.2258023628042585,415.8,396.90000000000003,3.4046816664746635,4.6948824145145505,CUBA-P2,synthetic,True
P-0518,CUBA Pitcher 18,2015,CUBA,CUBA-T5,pitcher,27.5,152.0,30.0,17.0,0.15045656121548523,0.0777561631055007,0.09269498705106541,3.6388539507995294,3.8563713380527807,334.40000000000003,319.2,3.500121016724008,3.777586884875051,CUBA-P1,synthetic,True
P-0519,CUBA Pitcher 19,2015,CUBA,CUBA-T5,pitcher,28.4,155.0,24.0,19.0,0.13467111662380393,0.07778073444493175,0.04827713962877983,3.207059339194848,3.5387712766365476,341.0,325.5,3.404115283452339,3.010003394937357,CUBA-P3,synthetic,True
P-0522,CUBA Pitcher 22,2015,CUBA,CUBA-T4,pitcher,28.1,55.0,31.0,19.0,0.17681399356647848,0.07409469692931349,0.1100682419333135,3.852968647652661,3.775306833953069,121.00000000000001,115.5,3.7440599771629257,3.9618773181423963,CUBA-P2,synthetic,True
P-0524,CUBA Pitcher 24,2015,CUBA,CUBA-T4,pitcher,31.3,177.0,20.0,9.0,0.2019109998679265,0.1086846255156744,0.06215219266089032,3.89085477221745,3.5104494338535837,389.40000000000003,371.7,3.652671695228273,4.129037849206627,CUBA-P4,synthetic,True
